pair_id,example_id,text,is_ai,notes,source_id,source_url,source_title,source_author,license,generation_model,parent_example_id
docs-python-tutorial-v3.10.0-001,docs-python-tutorial-v3.10.0-001-human,"In addition to int and float, Python supports other types of numbers, such as ~decimal.Decimal and ~fractions.Fraction. Python also has built-in support for complex numbers <typesnumeric>, and uses the j or J suffix to indicate the imaginary part (e.g. 3+5j).",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,python-tutorial,https://github.com/python/cpython/blob/v3.10.0/Doc/tutorial/introduction.rst,The Python Tutorial - An Informal Introduction,Python documentation contributors,Python Software Foundation License Version 2,,
docs-python-tutorial-v3.10.0-002,docs-python-tutorial-v3.10.0-002-human,"In the following examples, input and output are distinguished by the presence or absence of prompts (>>> and ...): to repeat the example, you must type everything after the prompt, when the prompt appears; lines that do not begin with a prompt are output from the interpreter. Note that a secondary prompt on a line by itself in an example means you must type a blank line; this is used to end a multi-line command.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,python-tutorial,https://github.com/python/cpython/blob/v3.10.0/Doc/tutorial/introduction.rst,The Python Tutorial - An Informal Introduction,Python documentation contributors,Python Software Foundation License Version 2,,
docs-python-tutorial-v3.10.0-003,docs-python-tutorial-v3.10.0-003-human,"Many of the examples in this manual, even those entered at the interactive prompt, include comments. Comments in Python start with the hash character, #, and extend to the end of the physical line. A comment may appear at the start of a line or following whitespace or code, but not within a string literal. A hash character within a string literal is just a hash character. Since comments are to clarify code and are not interpreted by Python, they may be omitted when typing in examples.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,python-tutorial,https://github.com/python/cpython/blob/v3.10.0/Doc/tutorial/introduction.rst,The Python Tutorial - An Informal Introduction,Python documentation contributors,Python Software Foundation License Version 2,,
docs-python-tutorial-v3.10.0-004,docs-python-tutorial-v3.10.0-004-human,"The first row of numbers gives the position of the indices 0...6 in the string; the second row gives the corresponding negative indices. The slice from i to j consists of all characters between the edges labeled i and j, respectively.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,python-tutorial,https://github.com/python/cpython/blob/v3.10.0/Doc/tutorial/introduction.rst,The Python Tutorial - An Informal Introduction,Python documentation contributors,Python Software Foundation License Version 2,,
docs-python-tutorial-v3.10.0-005,docs-python-tutorial-v3.10.0-005-human,This variable should be treated as read-only by the user. Don't explicitly assign a value to it --- you would create an independent local variable with the same name masking the built-in variable with its magic behavior.,False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,python-tutorial,https://github.com/python/cpython/blob/v3.10.0/Doc/tutorial/introduction.rst,The Python Tutorial - An Informal Introduction,Python documentation contributors,Python Software Foundation License Version 2,,
docs-python-tutorial-v3.10.0-006,docs-python-tutorial-v3.10.0-006-human,"The integer numbers (e.g. 2, 4, 20) have type int, the ones with a fractional part (e.g. 5.0, 1.6) have type float. We will see more about numeric types later in the tutorial.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,python-tutorial,https://github.com/python/cpython/blob/v3.10.0/Doc/tutorial/introduction.rst,The Python Tutorial - An Informal Introduction,Python documentation contributors,Python Software Foundation License Version 2,,
docs-python-tutorial-v3.10.0-007,docs-python-tutorial-v3.10.0-007-human,"For non-negative indices, the length of a slice is the difference of the indices, if both are within bounds. For example, the length of word[1:3] is 2.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,python-tutorial,https://github.com/python/cpython/blob/v3.10.0/Doc/tutorial/introduction.rst,The Python Tutorial - An Informal Introduction,Python documentation contributors,Python Software Foundation License Version 2,,
docs-kubernetes-objects-release-1.22-001,docs-kubernetes-objects-release-1.22-001-human,"When you create an object in Kubernetes, you must provide the object spec that describes its desired state, as well as some basic information about the object (such as a name). When you use the Kubernetes API to create the object (either directly or via kubectl), that API request must include that information as JSON in the request body. Most often, you provide the information to kubectl in a .yaml file. kubectl converts the information to JSON when making the API request.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,kubernetes-objects,https://github.com/kubernetes/website/blob/release-1.22/content/en/docs/concepts/overview/working-with-objects/kubernetes-objects.md,Kubernetes Objects,Kubernetes documentation contributors,Creative Commons Attribution 4.0,,
docs-kubernetes-objects-release-1.22-002,docs-kubernetes-objects-release-1.22-002-human,"For example, the reference for Pod details the spec field for a Pod in the API, and the reference for Deployment details the spec field for Deployments. In those API reference pages you'll see mention of PodSpec and DeploymentSpec. These names are implementation details of the Golang code that Kubernetes uses to implement its API.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,kubernetes-objects,https://github.com/kubernetes/website/blob/release-1.22/content/en/docs/concepts/overview/working-with-objects/kubernetes-objects.md,Kubernetes Objects,Kubernetes documentation contributors,Creative Commons Attribution 4.0,,
docs-kubernetes-objects-release-1.22-003,docs-kubernetes-objects-release-1.22-003-human,"To work with Kubernetes objects--whether to create, modify, or delete them--you'll need to use the Kubernetes API. When you use the kubectl command-line interface, for example, the CLI makes the necessary Kubernetes API calls for you. You can also use the Kubernetes API directly in your own programs using one of the Client Libraries.",False,Human-authored technical documentation frozen at a pre-2022 open-source release tag; markup normalized to prose.,kubernetes-objects,https://github.com/kubernetes/website/blob/release-1.22/content/en/docs/concepts/overview/working-with-objects/kubernetes-objects.md,Kubernetes Objects,Kubernetes documentation contributors,Creative Commons Attribution 4.0,,
